"file_id","sample_type","condition"
"764c4086-b9b7-467f-b572-4e8cbb93dc63","Primary Tumor","Primary Tumor"
"7106897f-1108-4f59-a5cd-8164994ab6d6","Primary Tumor","Primary Tumor"
"f24e9b24-0705-4542-95c6-dda3e9b1b55a","Primary Tumor","Primary Tumor"
"16f92138-89b8-44cb-a087-b940763c02f7","Primary Tumor","Primary Tumor"
"3d03ea94-ab5e-45d9-ad13-0b0e6af4ab69","Solid Tissue Normal","Solid Tissue Normal"
"856ba6fb-c3f4-4212-8490-b7ab216a2a47","Primary Tumor","Primary Tumor"
"d8e18a38-0e22-4c3e-882e-2036af42a78a","Primary Tumor","Primary Tumor"
"e5a1fc0c-20ec-46bf-bd88-7d231842e8e2","Primary Tumor","Primary Tumor"
"9189e175-f476-48b8-a192-9727ad0e872a","Primary Tumor","Primary Tumor"
"1eba8afe-a8de-4b2e-9ab9-0f38ffbe9bad","Primary Tumor","Primary Tumor"
"4d0164d4-2b43-4c4e-a02e-21884294134f","Primary Tumor","Primary Tumor"
"eb0619c2-7b8d-4513-a296-e910001cd0a9","Primary Tumor","Primary Tumor"
"9e44b206-f1ff-4285-9dea-c848c7f47e9c","Primary Tumor","Primary Tumor"
"0f2d2670-8b6b-43b7-a82a-8cf0c6ba7a77","Primary Tumor","Primary Tumor"
"fb6ec196-dd93-4f94-9097-4cc4d2ae2290","Primary Tumor","Primary Tumor"
"f6127960-9e35-4ab0-9ba6-d03a3155c3c5","Primary Tumor","Primary Tumor"
"dac2f6b9-6883-4c50-bb84-0e34290e66d2","Primary Tumor","Primary Tumor"
"7020de49-7d6f-44d5-bc2f-4c28a7b3f823","Primary Tumor","Primary Tumor"
"ec88c66b-3789-49a6-8479-5b2524858938","Primary Tumor","Primary Tumor"
"ea6594eb-a7a7-4aa9-a6b3-28a312c3adb4","Solid Tissue Normal","Solid Tissue Normal"
"801e740f-4f91-4d3f-adab-bfedbc2e8cda","Primary Tumor","Primary Tumor"
"49f51142-960c-43a1-b738-4996fcf4bf2d","Primary Tumor","Primary Tumor"
"200161b3-4821-4d1c-857d-a8ffbbba0b62","Primary Tumor","Primary Tumor"
"90879f6d-e07a-480d-ab46-5e654b2c8030","Solid Tissue Normal","Solid Tissue Normal"
"1bdfaf91-88ec-4f4c-a14b-4a51a452bb28","Primary Tumor","Primary Tumor"
"3c41e7b2-52f5-4f92-9ab9-b92846e972ba","Primary Tumor","Primary Tumor"
"e143cf9e-f313-4531-9962-bb55eb536a08","Primary Tumor","Primary Tumor"
"6787d656-d1ba-4396-be89-4e5532d643d0","Primary Tumor","Primary Tumor"
"64a82f72-229e-4413-93b6-6b88011ea4f2","Primary Tumor","Primary Tumor"
"4e4b13ec-bfb9-4e97-9210-1974b41a3e4d","Solid Tissue Normal","Solid Tissue Normal"
"b773be36-505b-48d5-88d8-7c14baad43b8","Primary Tumor","Primary Tumor"
"2aa27014-dedc-4dd5-9f0d-5906d7925391","Primary Tumor","Primary Tumor"
"cb3da44f-e477-4ef3-bd43-3d2019d54f15","Primary Tumor","Primary Tumor"
"da6ed22f-8583-484c-85d2-cd5f29c4eeeb","Primary Tumor","Primary Tumor"
"38427d4f-e677-41e0-abaa-e0fd094e5237","Primary Tumor","Primary Tumor"
"14b87f56-49b4-4c5a-8f98-6f02e74601e4","Solid Tissue Normal","Solid Tissue Normal"
"0b9c4345-bf3a-4de7-a022-4039f93d7b27","Primary Tumor","Primary Tumor"
"d3ed4500-368c-42a3-998b-7aca451db233","Primary Tumor","Primary Tumor"
"c881c6c9-2774-4208-a528-83595c1618d3","Primary Tumor","Primary Tumor"
"6ec4701f-1ed3-47c7-925a-5325a632eb1c","Primary Tumor","Primary Tumor"
"d2366daf-c8d3-4384-ac08-ec0f245d8618","Primary Tumor","Primary Tumor"
"e9eabd40-b997-417b-acf5-308e53803efc","Primary Tumor","Primary Tumor"
"92c40bfa-1683-461e-bac4-6f573534d2e6","Primary Tumor","Primary Tumor"
"efa764bd-5a4b-43cd-b646-1283894094f4","Primary Tumor","Primary Tumor"
"8153acfd-1130-4656-bd33-2d97b5a6bda5","Primary Tumor","Primary Tumor"
"ddeb5176-bbbb-4d71-bc23-1896711652be","Primary Tumor","Primary Tumor"
"e6cb449a-c889-48bb-a650-471453c30dbb","Primary Tumor","Primary Tumor"
"e01340a2-770f-43a4-96ba-c1223f105964","Primary Tumor","Primary Tumor"
"4fc33c92-be6c-4239-8318-528527f49faf","Primary Tumor","Primary Tumor"
"dc731794-8d31-4fb8-a4a5-c894e788fa0b","Solid Tissue Normal","Solid Tissue Normal"
"54507404-a9b0-48a3-9daa-934f0f1b5f3f","Primary Tumor","Primary Tumor"
"1e87afb2-8635-4956-8b35-6aefbc568a61","Primary Tumor","Primary Tumor"
"ac371bfe-2b05-4c3b-b878-4936c2320ab8","Primary Tumor","Primary Tumor"
"3cc7ebf0-012b-46e9-9ec0-26246e074da7","Primary Tumor","Primary Tumor"
"e348dc0f-1105-43b4-a74a-6494593d338b","Primary Tumor","Primary Tumor"
"76effecc-ab2b-415b-a1f9-52419c41baf9","Solid Tissue Normal","Solid Tissue Normal"
"ba6e046a-347b-46a9-b12d-6ee392422dac","Primary Tumor","Primary Tumor"
"5ca319f2-dcbb-42b2-a105-160b8aa6025b","Primary Tumor","Primary Tumor"
"1d094f05-2fda-48d4-b229-a4e03092fe57","Primary Tumor","Primary Tumor"
"3f05e5c9-3855-418b-a6e4-6351712dba97","Primary Tumor","Primary Tumor"
"56d317d6-6c38-4bd8-bacb-d38e93afba52","Primary Tumor","Primary Tumor"
"6a3ed02c-cbd6-49a1-ab82-065dc847ce97","Primary Tumor","Primary Tumor"
"2272a72a-201e-4e84-b4fb-5e20939e0fa9","Primary Tumor","Primary Tumor"
"7ee45307-85b7-437d-bf34-3c4c51e693b2","Primary Tumor","Primary Tumor"
"747873af-ecdc-4cf5-9486-c3008456c685","Primary Tumor","Primary Tumor"
"2280024b-b2d5-454c-bd04-9c5bcabe8cf7","Primary Tumor","Primary Tumor"
"5f095211-00ea-4e59-9b88-4eba00973fec","Primary Tumor","Primary Tumor"
"0df5c188-00ed-4407-9057-5d97df62e6f2","Primary Tumor","Primary Tumor"
"ab5230a5-b9b3-434e-89a2-67e6f2dbe44e","Primary Tumor","Primary Tumor"
"7f4749c7-725a-40d3-92a2-f745c94c75a1","Primary Tumor","Primary Tumor"
"74c57e6a-badb-4c90-817f-f265e9f0eae7","Primary Tumor","Primary Tumor"
"9a768a8f-e8b0-43b7-931d-fabc3535c794","Primary Tumor","Primary Tumor"
"53601c4d-ee9a-4e2a-a1ca-8d6f79f7785f","Primary Tumor","Primary Tumor"
"8c851028-31ea-4bfb-835d-a5ebb722131c","Solid Tissue Normal","Solid Tissue Normal"
"d4937854-4d0d-4e68-b08f-916d23c87446","Primary Tumor","Primary Tumor"
"f233bba2-88a0-4856-ab6f-0bfaf3f46ca4","Primary Tumor","Primary Tumor"
"a0f2508c-e6f6-421d-9c26-c4d3c161dc24","Solid Tissue Normal","Solid Tissue Normal"
"e417dd1c-a082-4acc-a01a-da833f20b936","Primary Tumor","Primary Tumor"
"732a4929-8a67-45dd-93cd-d0e7e495b898","Primary Tumor","Primary Tumor"
"dda41694-ea43-4044-a1a6-7c445734c36c","Primary Tumor","Primary Tumor"
"9b7b5c81-80c9-4db4-8cd4-9eb4c41e88f9","Primary Tumor","Primary Tumor"
"fee8a8f6-2ebb-4dff-b3f6-f2650de24139","Primary Tumor","Primary Tumor"
"b7f48223-8420-44c2-a8ff-b59b859cd664","Primary Tumor","Primary Tumor"
"911047e4-1229-41a7-bb32-5280cf2a12c3","Primary Tumor","Primary Tumor"
"953070df-3af0-4580-985c-d816272cd4cd","Primary Tumor","Primary Tumor"
"cf2acc45-76b1-498f-a7d2-53bde5f09515","Primary Tumor","Primary Tumor"
"eade8358-09b3-4ff8-aea9-ffc96570fd05","Primary Tumor","Primary Tumor"
"a6bb8040-1156-4b6b-8fdd-e0b2fcf4809f","Primary Tumor","Primary Tumor"
"8abca5f3-4d83-4fe0-b41c-93a38d8a0518","Primary Tumor","Primary Tumor"
"2d5310fd-1eb6-4e9f-9d54-f89b549a0609","Primary Tumor","Primary Tumor"
"3f543d08-e293-4892-b2f2-810a937898c1","Primary Tumor","Primary Tumor"
"48d6066e-9233-4968-af23-26c232c95921","Primary Tumor","Primary Tumor"
"68a2859e-73c0-4d98-aa7f-de4b7886190d","Solid Tissue Normal","Solid Tissue Normal"
"b0737e6f-6608-4ba3-babe-2d34db5f66b0","Primary Tumor","Primary Tumor"
"af417154-4a8e-4c16-b65d-3f912189daa3","Solid Tissue Normal","Solid Tissue Normal"
"871b8cfb-cb30-40ed-9f4f-40c7baf47954","Primary Tumor","Primary Tumor"
"0c8d1af7-7921-4134-b44b-50e09f456001","Primary Tumor","Primary Tumor"
"b46f17b8-62c8-4882-9978-d9c4d1b02d3a","Primary Tumor","Primary Tumor"
"072cca80-129c-4f94-b5bd-7595f22c779d","Primary Tumor","Primary Tumor"
"a82435ff-b4dc-4e27-8864-8dffec520b68","Primary Tumor","Primary Tumor"
"28a15efb-f538-41fd-9517-0fb86cae338b","Solid Tissue Normal","Solid Tissue Normal"
"914d3584-13d3-4509-8701-9dc9a92145f8","Primary Tumor","Primary Tumor"
"f47e9f34-cedd-4473-8b56-01b01c80a89f","Primary Tumor","Primary Tumor"
"429e5006-0ebe-428b-8233-5e996c5157b5","Primary Tumor","Primary Tumor"
"7cf82d45-89d9-4bd3-8776-cb1eb0c321f0","Primary Tumor","Primary Tumor"
"0183a137-ce52-4716-9b50-d65d979d07c5","Primary Tumor","Primary Tumor"
"48fdfc18-781e-45f2-ac69-6ab2fc773513","Primary Tumor","Primary Tumor"
"49f9af50-6b9c-4ec4-9851-3a44e049df4f","Primary Tumor","Primary Tumor"
"0d8cc2b6-69bc-446c-82b3-9367cf14be7f","Primary Tumor","Primary Tumor"
"da0e5fa1-10d4-4b8a-89d4-35fbc5c1ec87","Primary Tumor","Primary Tumor"
"2036698c-6928-49d5-b536-d5ba34d319e6","Primary Tumor","Primary Tumor"
"90d43b1a-edaa-4a07-8527-54f69ea47b95","Primary Tumor","Primary Tumor"
"871d7ddc-4ac4-4ee4-a827-e7f7caa9b52f","Solid Tissue Normal","Solid Tissue Normal"
"856370c1-163c-4915-b71b-be8731c012e2","Primary Tumor","Primary Tumor"
"a147ef9c-84d0-46b2-97d7-189460fe7606","Primary Tumor","Primary Tumor"
"41a30b1b-9f16-4a48-a237-2e0a3b95d864","Primary Tumor","Primary Tumor"
"e275259d-aa1d-45ab-937c-6263a61a6cc8","Primary Tumor","Primary Tumor"
"4c626a21-9601-426a-9df4-3e2a7e2811d3","Primary Tumor","Primary Tumor"
"5d2a2e56-1301-4c5c-a26b-e8572281a3c3","Primary Tumor","Primary Tumor"
"499cf32f-6122-4773-affe-92d1a26786ab","Primary Tumor","Primary Tumor"
"a5400877-bf80-4332-a111-8ef646135782","Primary Tumor","Primary Tumor"
"6a06c9d6-3937-44c1-9e11-dddb3ba787b1","Primary Tumor","Primary Tumor"
"191540a1-8853-4b2f-b7ff-2848bbee4c2b","Primary Tumor","Primary Tumor"
"21589a6c-f540-4927-ae32-cc626844aa9c","Solid Tissue Normal","Solid Tissue Normal"
"c0e35d10-7d8e-4968-8213-f81c8fc5632a","Primary Tumor","Primary Tumor"
"8bc460ad-95cc-4a56-9e1a-8173ae6b1259","Primary Tumor","Primary Tumor"
"0c8bf472-f685-455d-a71f-13e90744169f","Primary Tumor","Primary Tumor"
"73a1ad6d-17fa-4f62-9275-8c6a5c0c1f2d","Primary Tumor","Primary Tumor"
"b5db0bf7-8c2d-41d8-814a-8eee45608c50","Solid Tissue Normal","Solid Tissue Normal"
"ad23a161-5387-4756-9a64-65bff938d85f","Primary Tumor","Primary Tumor"
"9645852b-d2bd-42db-bad3-078254bcc846","Primary Tumor","Primary Tumor"
"f4d19d86-3b42-47fb-a052-85118a3e9718","Primary Tumor","Primary Tumor"
"52bf7f7d-166f-4207-8737-ea117f3be518","Primary Tumor","Primary Tumor"
"3d8bc01a-49a3-4813-a12a-8582e4c58a14","Primary Tumor","Primary Tumor"
"a6e94c3b-2e72-4a4a-bc47-e5f6a12b6d89","Primary Tumor","Primary Tumor"
"bf43a3fc-c747-42e3-b607-1cb08cb0f78a","Solid Tissue Normal","Solid Tissue Normal"
"ca8d0a76-611f-467d-9539-3d893645c308","Primary Tumor","Primary Tumor"
"38dafa49-8904-4098-9b2a-14c2616607d5","Primary Tumor","Primary Tumor"
"1d46b67b-8c6d-4a85-a837-30f54d45dce9","Primary Tumor","Primary Tumor"
"5257a7c7-99ed-4033-b065-3cd7f38a9703","Primary Tumor","Primary Tumor"
"34b0683c-0ec2-4dc2-8dfb-cb906b1c45e1","Primary Tumor","Primary Tumor"
"5f32df13-1cd6-4411-a7af-d20c52406dfd","Primary Tumor","Primary Tumor"
"d774e774-3339-4507-adc0-c23e5954740e","Primary Tumor","Primary Tumor"
"8aa6c876-e83d-4487-987d-b556ac07f4ad","Primary Tumor","Primary Tumor"
"386a3d1f-d3fc-40a8-9b85-846301a6d242","Primary Tumor","Primary Tumor"
"ab3074a0-f071-4cc5-8d16-a18efa651db6","Solid Tissue Normal","Solid Tissue Normal"
"c4d1f019-3e1d-42a3-8f78-4ff63b25b4af","Primary Tumor","Primary Tumor"
"0d6ee2bf-b821-434c-ba5d-a73a9e27f159","Primary Tumor","Primary Tumor"
"2a3fd28d-255b-4079-8348-029bd0755803","Primary Tumor","Primary Tumor"
"cb2f0749-b2c8-4c07-8def-943d52eeb1d8","Primary Tumor","Primary Tumor"
"dd4dc066-210e-45e4-a2e3-4fa2e2635276","Primary Tumor","Primary Tumor"
"039f4135-fb25-4fd8-8c36-be3b48462e36","Primary Tumor","Primary Tumor"
"b9bb9e55-ac52-4966-8dfa-879cefbc2cb2","Primary Tumor","Primary Tumor"
"12d172c8-5deb-447b-b651-ed10adff51d6","Primary Tumor","Primary Tumor"
"59be0bad-0e14-44e0-a72c-0564c85ea006","Primary Tumor","Primary Tumor"
"aab803cb-6893-4bc3-890e-49b8c29cd4d5","Solid Tissue Normal","Solid Tissue Normal"
"10dcd71c-7ed9-43b5-a227-e1249f595b10","Primary Tumor","Primary Tumor"
"a17097f7-5d41-4671-9395-61ff10aa0c97","Primary Tumor","Primary Tumor"
"d9c7ddbc-0017-4480-8645-ec336d70fa1a","Solid Tissue Normal","Solid Tissue Normal"
"264c69d7-0eb5-4cb8-b990-abbe8e204e83","Primary Tumor","Primary Tumor"
"294e7fa6-c40a-418a-8e31-3ac2249aec82","Primary Tumor","Primary Tumor"
"a85b7101-e158-4dde-9863-d466da951f1a","Primary Tumor","Primary Tumor"
"bbed039a-72ba-4d90-b061-bb7f41daf2d8","Primary Tumor","Primary Tumor"
"2550b2a1-7137-4fdc-82d5-724409e95f63","Primary Tumor","Primary Tumor"
"9356ab97-fd04-4903-a219-1a096421b99a","Primary Tumor","Primary Tumor"
"4a705a20-e5f2-4307-98d1-4f8550cd3887","Primary Tumor","Primary Tumor"
"2bd8a058-6019-49bc-a56b-42fd8b227db7","Primary Tumor","Primary Tumor"
"5b221489-e4aa-4159-b29d-dc419328ece1","Primary Tumor","Primary Tumor"
"9d8886ed-3a21-4b34-b9b1-e403659b0d94","Primary Tumor","Primary Tumor"
"5a16cf9e-4362-4731-82ae-fb0fb1a4c577","Primary Tumor","Primary Tumor"
"b17acaf8-5eb3-40f8-bd9f-59d659f0bbd5","Primary Tumor","Primary Tumor"
"8348587d-a17a-4f7c-9df4-900ef7e3ee88","Primary Tumor","Primary Tumor"
"4954ec61-d9ee-437f-a4b7-870f11ceb71d","Primary Tumor","Primary Tumor"
"91016251-afca-4977-bece-c1a868a2c05f","Primary Tumor","Primary Tumor"
"a1852e52-ac0d-4e5b-bf75-03765e80ab57","Primary Tumor","Primary Tumor"
"a5bb52fd-8daa-4155-b9c4-b9453ea8b180","Primary Tumor","Primary Tumor"
"fa1f1ee4-7567-4808-a57a-540aa7bc1ca6","Primary Tumor","Primary Tumor"
"c13c207a-1e95-473c-873f-6ac03d6a9b04","Primary Tumor","Primary Tumor"
"7b729078-3fcc-4042-baa9-8e8d9c97463b","Primary Tumor","Primary Tumor"
"166203ec-93c4-45cb-9906-8fbc8156d388","Primary Tumor","Primary Tumor"
"ccd9bf66-fa1a-416c-b3bb-f3fff7a964ed","Primary Tumor","Primary Tumor"
"fcc826d6-c4b5-4d85-94cd-ae7a9988dc89","Primary Tumor","Primary Tumor"
"709ab1a2-1a46-4118-aaae-c1b7a361b77c","Primary Tumor","Primary Tumor"
"6bb91f05-41b6-4af2-b336-9cd7e92fd407","Primary Tumor","Primary Tumor"
"54575111-3b09-4a6a-bbc7-a332db5ed7f1","Primary Tumor","Primary Tumor"
"105e93d3-bb72-47ba-9513-a3b7bef6207d","Primary Tumor","Primary Tumor"
"78cdcb7f-e8e0-4612-87fa-5680d239df41","Primary Tumor","Primary Tumor"
"62e81954-8dfc-42f9-98d4-dbfd0efc727a","Primary Tumor","Primary Tumor"
"7433646c-92de-450d-8dbb-9bdb029ae1e0","Primary Tumor","Primary Tumor"
"2007f47e-b3aa-42b2-b7e1-9d5f0da934bf","Solid Tissue Normal","Solid Tissue Normal"
"26094c76-21b8-4583-aeb4-3bbad0da7f29","Primary Tumor","Primary Tumor"
"f2c479c0-f730-4751-a83c-8be312ea9f04","Solid Tissue Normal","Solid Tissue Normal"
"22bbada8-1c32-4c82-8bf0-3d71dce76841","Primary Tumor","Primary Tumor"
"757ee75b-674e-49a5-8ba0-cc1b574a51ae","Primary Tumor","Primary Tumor"
"11f6716f-198e-4ddd-8f35-2177f1b6569e","Primary Tumor","Primary Tumor"
"f0c94748-968a-4308-a95f-aaec4b5051c0","Primary Tumor","Primary Tumor"
"3ba60bf7-69de-49f1-b4c1-9277372c3dd7","Solid Tissue Normal","Solid Tissue Normal"
"fc694e52-9335-488f-834d-1a9e178002ec","Primary Tumor","Primary Tumor"
"dac284f7-3121-43b1-a210-8ea6113d3642","Primary Tumor","Primary Tumor"
"d936528d-2256-4f76-862f-b550be76f874","Primary Tumor","Primary Tumor"
"d89ab176-7669-47d8-9a8f-9334d4928735","Primary Tumor","Primary Tumor"
"c23c8319-a199-41ff-9782-463333c4164a","Primary Tumor","Primary Tumor"
"da1f511e-b70f-49b6-944e-600978a08adc","Primary Tumor","Primary Tumor"
"6e415513-48bf-4eaf-b2c5-4570c63ebeb1","Primary Tumor","Primary Tumor"
"a3337105-df27-4bab-8051-3cfd830e35dc","Primary Tumor","Primary Tumor"
"26856fa7-dd5f-4951-9c29-bba62f2ed9bb","Primary Tumor","Primary Tumor"
"b5d660fd-da9a-44b3-8ccf-b7777ffefca2","Primary Tumor","Primary Tumor"
"06dd8f8a-0c1b-4cbb-b66f-4e38230236d7","Primary Tumor","Primary Tumor"
"ce2c980d-3cac-42af-9651-7da04b14183f","Primary Tumor","Primary Tumor"
"c343b4e9-3e1a-48f5-8d40-0c9e280cbd42","Primary Tumor","Primary Tumor"
"68ce2616-d652-4e1c-8389-a22e875ed245","Primary Tumor","Primary Tumor"
"5463e6ce-b3e3-46ef-bde4-8b25af4ecdb7","Primary Tumor","Primary Tumor"
"aa36ff74-0afe-4e5a-8bf7-64ab71c4e09a","Primary Tumor","Primary Tumor"
"89bbfa2d-ba3d-4f14-bf01-7292e5958215","Primary Tumor","Primary Tumor"
"9003b6c4-6b3b-4518-8827-3f48d5958bf9","Primary Tumor","Primary Tumor"
"242669ce-6888-44b0-aae7-2bad4cccac4c","Primary Tumor","Primary Tumor"
"c9304075-c938-436b-a617-8e0d08b06f29","Primary Tumor","Primary Tumor"
"35dda171-6920-42b3-b9b1-37769c21d344","Primary Tumor","Primary Tumor"
"2abc050a-c290-416a-b16f-1228c3ff0e39","Primary Tumor","Primary Tumor"
"fcafba62-54f6-42b7-a863-28bbf1ece7aa","Primary Tumor","Primary Tumor"
"c1e1d097-8593-4f45-9c88-cfa4c905d8b5","Primary Tumor","Primary Tumor"
"301711d1-3725-4d5e-95f2-ea14ff5f9e5d","Primary Tumor","Primary Tumor"
"ec5e3513-30f6-4d1a-9b0a-9224c1e97d36","Primary Tumor","Primary Tumor"
"44156cdb-28a8-45c7-8d6c-c009affffab9","Primary Tumor","Primary Tumor"
"04e89bf1-f3f3-40dd-ab4e-298425cafb91","Primary Tumor","Primary Tumor"
"f1eaed92-a9f4-4865-b40c-da60046262b6","Primary Tumor","Primary Tumor"
"06245a7f-7fb8-489b-b906-97aad6cc3dd7","Primary Tumor","Primary Tumor"
"967dadf3-dc42-4c11-b7fb-6d3ecebdc4e4","Primary Tumor","Primary Tumor"
"3b67e5f7-4c32-4f11-a626-7654cb696758","Primary Tumor","Primary Tumor"
"641c7068-0f33-42dd-a4fe-cafb541826ee","Solid Tissue Normal","Solid Tissue Normal"
"fb22cfaa-6534-497a-905a-a05a7a089020","Primary Tumor","Primary Tumor"
"aa273e13-4932-44ac-87d8-0f71ee6db500","Primary Tumor","Primary Tumor"
"d2741347-364d-4664-82ce-c4b3dff02c17","Primary Tumor","Primary Tumor"
"1355d556-a49c-4b20-adf5-08a25de89759","Primary Tumor","Primary Tumor"
"688378b3-998b-4b03-999b-b021ea26dbf0","Primary Tumor","Primary Tumor"
"ae41e3be-2fb2-4545-9b8f-5c5984d6bbf0","Primary Tumor","Primary Tumor"
